Title,Company,Rating,Reviews,Experience,Salary,Location,Job_Description,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Posted_On,Category,Exp_Min_Years,Salary_Mid_LPA,City
Business Analyst,Essenware,4.7,4  Reviews,3-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Should be open to shifts. Strong knowledge of EMR application like Cerner, Epic, Allscr...",Application support,Interpersonal skills,Business Analyst,Manager Technology,Troubleshooting,Analytics,SQL,Interpersonal,12 Days Ago,Data_Science_Analytics,3.0,,Kolkata
Data Scientist,Essenware,4.7,4  Reviews,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",. An expert in Python (hands-on) . Strong experience with Regression based models (incl...,time series analysis,bayesian,python,data analysis,natural language processing,probabilistic,linear regression,market mix modelling,12 Days Ago,Data_Science_Analytics,2.0,,Kolkata
Sr. Business Analyst,Essenware,4.7,4  Reviews,10-20 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",10+ Years Experience in Healthcare with experience in Healthcare IT Support.   ...,Claims,Business Analyst,Billing,IT support,Healthcare,Incident management,Troubleshooting,Operations,12 Days Ago,Data_Science_Analytics,10.0,,Kolkata
Sr. Business Analyst,Essenware,4.7,4  Reviews,3-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Experience with Medseries 4 (         MS4) Application support, Incident Reso...",Application support,Interpersonal skills,FTP,Db2,Billing,RPG,Troubleshooting,Operations,12 Days Ago,Data_Science_Analytics,3.0,,Kolkata
Sr. Business Analyst,Essenware,4.7,4  Reviews,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",CC1 / CC2 Certification  DRM (report writing) certification / training. Wellsky CarePor...,Training,Infrastructure support,Business Analyst,Report writing,Incident management,Management,Crystal report,Monitoring,12 Days Ago,Data_Science_Analytics,2.0,,Kolkata
Sr. Business Analyst,Essenware,4.7,4  Reviews,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",. Must be available to work 8-5 EST hours and must be willing to participate in OnCall ...,Analyst,Web technologies,Business Analyst,IT support,Healthcare,SCM,Monitoring,SQL,12 Days Ago,Data_Science_Analytics,2.0,,Kolkata
Python ML Engineer,Essenware,4.7,4  Reviews,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Links to GitHub profile should be shared (to highlight candidates python and Pandas exp...,github,NoSQL,neo4j,Cloud,Programming,Data analytics,SQL,Python,12 Days Ago,Data_Science_Analytics,6.0,,Kolkata
NLP Engineer,Essenware,4.7,4  Reviews,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",". bachelors degree in computer science, Engineering, or related field Masters or PhD pr...",deep learning,C++,Machine learning,Hadoop,Programming,Open source,Apache,big data,12 Days Ago,Data_Science_Analytics,2.0,,Kolkata
MS SQL and Oracle-SSE,Essenware,4.7,4  Reviews,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Perform production Database recovery when necessary . Ability to work in 24x7 shift ope...,Administration,MS SQL,SQL database,Database design,database security,Debugging,Technical leadership,Data structures,12 Days Ago,Data_Science_Analytics,3.0,,Kolkata
Big Data Engineer,Hexaware Technologies,3.7,4830  Reviews,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",. Around 5 yrs of IT experience with at least 3 yrs in ETL / Pipeline Development using...,System architecture,MS SQL,Coding,RDBMS,spark,Debugging,Data processing,Cosmos,13 Days Ago,Data_Science_Analytics,3.0,,Kolkata
Data Science Engineer,Futran Tech Solutions,4.2,86  Reviews,6-9 Yrs,Not disclosed,"Hybrid - Noida, Pune, Bangalore Rural, Chennai, Mumbai (All Areas)",Job Description Position/Role- Data Science Notice- Immediate- 20 days Must Have Skills...,Data Science,Gen AI,NLP,Machine Learning,Python,Science,Machine,Artificial Intelligence,5 Days Ago,Data_Science_Analytics,6.0,,Noida
Generative AI,Capgemini,3.8,34601  Reviews,3-8 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",Regularly review and fine-tune OpenAI models to ensure maximum accuracy and relevance f...,Open AI,GEN AI,NLP,Net,Python,Ml,Open,.Net,11 Days Ago,Data_Science_Analytics,3.0,,Hyderabad/Secunderabad
AI Architect,Essenware,4.7,4  Reviews,10-20 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",. Should be able to communicate architecture decisions effectively to multiple stakehol...,Architect,GIT,Version control,Architecture,Time management,Analytical,Programming,data visualization,12 Days Ago,Data_Science_Analytics,10.0,,Kolkata
Collibra - Hexaware Technologies,Hexaware Technologies,3.7,4830  Reviews,5-10 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Primary Skill: CollibraSecondary skill: Any ETL Tool, SQL, Any Data Quality tools, MDM...",collibra,MDM,Data Governance,Governance,Data,,,,9 Days Ago,Data_Science_Analytics,5.0,,Pune
S&C Global Network - AI - Data Strategy - Consultant,Accenture,4.0,46775  Reviews,6-10 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune",Entity:- Accenture Strategy & ConsultingTeam:- Global Network Data & AIPractice:- Produ...,algorithms,presentation skills,microsoft azure,artificial intelligence,gen,python,natural language processing,scala,9 Days Ago,Data_Science_Analytics,6.0,,Mumbai
Data Scientist,Tech Mahindra,3.7,27764  Reviews,6-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru","Knowledge of AWS, preferred services are storage, EC2, Kubernetes Experience: 6+ Years....",ML Engineer,Deep learning,Generarative AI,GenAI,MLops,ML Ops,Natural Language Processing,Cloud,27 Days Ago,Data_Science_Analytics,6.0,,Hyderabad
Cognizant Hiring For AI/ML Expertise - Machine Learning,Cognizant,3.9,41979  Reviews,4-9 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bangalore/ Bengaluru",The ideal candidate will be passionate about artificial intelligence and stay up-to-dat...,Algorithms,Machine Learning,Python,Algorithm Development,AI/ML,Machine Learning Algorithms,Computer Vision,Vision,25 Days Ago,Data_Science_Analytics,4.0,,Pune
Qliksense Developer,Tata Consultancy Services (TCS),3.8,75004  Reviews,4-8 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru","Location of Requirement: Bangalore, Hyderabad, Pune . Must-Have: .  Qlik sense Develope...",Qlik Sense Development,QlikView,Qlik,Development,,,,,26 Days Ago,Data_Science_Analytics,4.0,,Hyderabad
Senior Data Engineer (Snowflake),Bahwan CyberTek,3.9,418  Reviews,5-10 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",Shift time : 2pm to 11pm Job Requirement: . Minimum 5+ years hands-on experience in dat...,Pyspark,Data Engineering,Snowflake,ETL,Data Bricks,Python,SQL,Engineering,Few Hours Ago,Data_Science_Analytics,5.0,,Pune
Senior Data Scientist,Bahwan CyberTek,3.9,418  Reviews,5-10 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru","Shift time : 2pm to 11pm Bachelors or Masters degree in Data Science, Computer Science,...",Machine Learning,Python,SQL,Gen AI,Transformation,EDA,Data Cleansing,Data Mining,Few Hours Ago,Data_Science_Analytics,5.0,,Pune
S&C Global Network - AI - Supply Chain Analytics - Consultant,Accenture,4.0,46775  Reviews,5-10 Yrs,Not disclosed,Pune,Entity:- Accenture Strategy & ConsultingTeam:- Global Network Data & AIPractice:- Suppl...,python,data manipulation,pyspark,data modeling,data visualization,anaplan,supply chain,microsoft azure,15 Days Ago,Data_Science_Analytics,5.0,,Pune
S&C Global Network - AI - Supply Chain Analytics - Consultant,Accenture,4.0,46775  Reviews,5-6 Yrs,Not disclosed,Pune,Entity:- Accenture Strategy & ConsultingTeam:- Global Network Data & AIPractice:- Suppl...,python,data manipulation,pyspark,data modeling,data visualization,anaplan,supply chain,microsoft azure,16 Days Ago,Data_Science_Analytics,5.0,,Pune
Data Engineer,IBM,4.1,19385  Reviews,2-4 Yrs,Not disclosed,Pune,"In this role, you will work in one of our IBM Consulting Client Innovation Centers (Del...",informatica powercenter,information management,data warehousing,business intelligence,splunk,python,power bi,relational sql,Just Now,Data_Science_Analytics,2.0,,Pune
IT Architect Lead - Cloud Data Engineer and Data Analytics,Deutsche Bank,4.0,2817  Reviews,12-16 Yrs,Not disclosed,Pune,"The standard pipeline may include batch data migration to cloud, data transformations o...",Cloud,Jenkins,DevOps,Git,GitHub Actions,Terraform,OpenShift 4.0,Data Analytics,Just Now,Data_Science_Analytics,12.0,,Pune
Package Consultant: Adobe Marketing & Analytics,IBM,4.1,19385  Reviews,2-3 Yrs,Not disclosed,Pune,Adobe Target Certification is must Deliver against the website optimization and customi...,css,adobe marketing cloud,adobe target,javascript,html,digital marketing,digital analytics,adobe analytics,Few Hours Ago,Data_Science_Analytics,2.0,,Pune
Data Engineer,IBM,4.1,19385  Reviews,2-6 Yrs,Not disclosed,Pune,"In this role, you will work in one of our IBM Consulting Client Innovation Centers (Del...",informatica powercenter,information management,data warehousing,business intelligence,splunk,python,power bi,relational sql,Few Hours Ago,Data_Science_Analytics,2.0,,Pune
Data Engineer,IBM,4.1,19385  Reviews,2-4 Yrs,Not disclosed,Pune,"In this role, you will work in one of our IBM Consulting Client Innovation Centers (Del...",information management,data warehousing,data migration,business intelligence,data integration,python,informatica powercenter,power bi,Few Hours Ago,Data_Science_Analytics,2.0,,Pune
Bond Analytics Analyst,Deutsche Bank,4.0,2817  Reviews,2-6 Yrs,Not disclosed,Mumbai,Role DescriptionThe Trust & Agency Services (TAS) Corporate Trust Structured Finance Se...,Bond Analytics,MS Excel,MS Access,customer service,cash flow modelling,SQL,Access,Modeling,2 Days Ago,Data_Science_Analytics,2.0,,Mumbai
ESG Data Analyst  - ESG Newsroom,Institutional Shareholder Services,3.9,82  Reviews,0-3 Yrs,Not disclosed,Mumbai,"bachelors Degree (in a relevant field such as Business Analytics, Economics, Journalism...",Analyst,Environmental science,Corporate governance,Business analytics,Diversity and Inclusion,Finance,ISS,Data Analyst,3 Days Ago,Data_Science_Analytics,0.0,,Mumbai
Business Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Mumbai,Project Role :Business AnalystProject Role Description :Analyze an organization and des...,business analysis,master data management,business requirement analysis,mdm,information gathering,project management,data analysis,gap analysis,3 Days Ago,Data_Science_Analytics,3.0,,Mumbai
Business Analyst,Deloitte,3.9,14256  Reviews,5-6 Yrs,Not disclosed,Mumbai,. Must have PM experience and BA backgroundExperience in Gold Loans is a must  . Should...,business analysis,Process analysis,project management,data analysis,Process documentation,UAT Testing,Resource management,business solution design,3 Days Ago,Data_Science_Analytics,5.0,,Mumbai
Measurement & Report Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Mumbai,You will also be responsible for closing the fault and complaints within SLA s.Candidat...,ms access,business reporting,vlookup,reporting and analytics,mis,project management,data analysis,data analytics,4 Days Ago,Data_Science_Analytics,3.0,,Mumbai
Responsible AI Engineer,Accenture,4.0,46775  Reviews,5-10 Yrs,Not disclosed,Mumbai,Design and implement technology mitigation strategies for systems to ensure ethical and...,python,natural language processing,presentation skills,r,solr,algorithms,emerging technologies,nltk,4 Days Ago,Data_Science_Analytics,5.0,,Mumbai
Data Analyst (Data Science with 1 year contract),Kantar,3.7,65  Reviews,7-12 Yrs,12-15 Lacs PA,Mumbai,Work with central Quality and Advanced Analytics teams to ensure methodology consistenc...,Statistical Programming,Data Modeling,Statistics,R Program,Data analysis,Contracts,Data,Program,4 Days Ago,Data_Science_Analytics,7.0,13.5,Mumbai
Service Management Senior Analyst,Accenture,4.0,46775  Reviews,5-8 Yrs,Not disclosed,Mumbai,Qualifications: Any Graduation . Years of Experience: 5 to 8 years Qualification Any Gr...,business reporting,vlookup,powerapps,reporting and analytics,vba,financial analysis,operations management,team management,4 Days Ago,Data_Science_Analytics,5.0,,Mumbai
I&F Decision Sci Practitioner Sr Analyst,Accenture,4.0,46775  Reviews,5-8 Yrs,Not disclosed,Navi Mumbai,Please note that this role may require you to work in rotational shifts Qualification A...,python,data science,natural language processing,presentation skills,machine learning,deep learning,r,data analysis,5 Days Ago,Data_Science_Analytics,5.0,,Navi Mumbai
Responsible AI Engineer,Accenture,4.0,46775  Reviews,7-9 Yrs,Not disclosed,Mumbai,Design and implement technology mitigation strategies for systems to ensure ethical and...,presentation skills,machine learning,aws lambda,artificial intelligence,aws,algorithms,python,c++,5 Days Ago,Data_Science_Analytics,7.0,,Mumbai
Business Analyst-Internal Client Adoption Team,Deutsche Bank,4.0,2817  Reviews,2-3 Yrs,Not disclosed,Mumbai,Essential Job Functions: . Regulatory & Control support information gathering for inter...,MIS reporting,str,python,data analysis,data interpretation,data management,data science,anti money laundering,5 Days Ago,Data_Science_Analytics,2.0,,Mumbai
Management Trainee- Industry research,Crisil,3.7,1366  Reviews,0-1 Yrs,Not disclosed,Mumbai,"Track allocated industrial sectors on a continuous basis and publish periodic updates,...",financial analysis,data analytics,industry research,training management,business analysis,business analytics,monitoring,research,5 Days Ago,Data_Science_Analytics,0.0,,Mumbai
Business Interlock Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Mumbai,Please note that this role may require you to work in rotational shifts Qualification A...,microsoft power bi,project management,bi,business analysis,talent development,session management,product support,data analysis,5 Days Ago,Data_Science_Analytics,3.0,,Mumbai
I&F Decision Sci Practitioner Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Mumbai,Please note that this role may require you to work in rotational shiftsSkill required: ...,microsoft power bi,python,supply chain,bi,sql,project management,oracle,data analysis,6 Days Ago,Data_Science_Analytics,3.0,,Mumbai
Compliance Automation Analyst,Franklin Templeton,4.2,623  Reviews,3-5 Yrs,Not disclosed,Mumbai,"For the identified processes, assess opportunities to automate the process . Assess ide...",Wealth management,Project management,Process improvement,Analytical,Asset management,Windows,microsoft,Financial services,6 Days Ago,Data_Science_Analytics,3.0,,Mumbai
Business Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Mumbai,Project Role :Business AnalystProject Role Description :Analyze an organization and des...,software testing,business analysis,solution delivery,epic,sop,project management,gap analysis,change request,6 Days Ago,Data_Science_Analytics,3.0,,Mumbai
Business Interlock Analyst,Accenture,4.0,46775  Reviews,3-5 Yrs,Not disclosed,Navi Mumbai,Please note that this role may require you to work in rotational shifts Qualification A...,project management,business analysis,content development,supply chain management,trend analysis,financial analysis,operations management,data analysis,6 Days Ago,Data_Science_Analytics,3.0,,Navi Mumbai
Data Analyst Analytics Engineer - Client Analytics and Strategy Team,Deutsche Bank,4.0,2817  Reviews,4-6 Yrs,Not disclosed,Mumbai,4+ years of experience in data visualization (preferably Tableau) Be able to required c...,Data Analysis,data modeling,SQL data interpretation,Tableau,data warehouse designs,Data interpretation,Interpretation,Modeling,7 Days Ago,Data_Science_Analytics,4.0,,Mumbai
Manager (Scripting),Kantar,3.7,65  Reviews,2-5 Yrs,4.25-5.5 Lacs PA,Mumbai,To provide technical expertise on our data collection platform and provide supporting s...,Excel,Query,Javascript,HTML,Scripting Languages,Data Analysis,Data Analytics,Market Research,7 Days Ago,Data_Science_Analytics,2.0,4.88,Mumbai
"Manager, Analytics (Expert Solutions)",Kantar,3.7,65  Reviews,2-5 Yrs,5-6.5 Lacs PA,Mumbai,"About the jobKantar is the worlds leading data, insights and consulting company. We und...",R,Excel,SPSS,Market Research,Data Analysis,Data Mining,Data Analytics,R Program,7 Days Ago,Data_Science_Analytics,2.0,5.75,Mumbai
We are hiring For Business Analyst,HDB Financial Services,4.0,17736  Reviews,3-5 Yrs,7-15 Lacs PA,"Thane, Navi Mumbai","Bachelors degree in business, finance, or a related fieldHands on experience in manual ...",business analyst,Gap Analysis,Retail Lending,Business Requirement Analysis,Lending,Use Cases,Brd,Requirement Gathering,6 Days Ago,Data_Science_Analytics,3.0,11.0,Thane
